Book ID,Title,Category,University ID
473,Introduction to JavaScript Programming with XML and PHP,Computer Science,483586
940,Microeconomics,Economics,483586
910,Managerial Economics,Economics,483586
942,Employment Law,Business,224226
603,Intro Stats,Statistics,224226
980,Hands-On Database,Computer Science,224226
912,Fundamentals of Human Resource Management,Business,224226
626,Elementary & Intermediate Algebra,Mathematics,224226
615,Algebra and Trigonometry with Modeling & Visualization,Mathematics,224226
984,E-Commerce 2013,Business,224226
698,Global Marketing Management,Business,224226
598,Introductory & Intermediate Algebra 3e,Mathematics,224226
940,Microeconomics,Economics,224226
705,Statics and Mechanics of Materials,Engineering,224226
932,Foundations of Finance,Business,224226
637,Elementary Statistics Using Excel,Statistics,224226
552,The Prentice Hall Guide for College Writers,English,224226
891,Marketing Plan Handbook,Business,224226
701,Adaptive Filter Theory,Engineering,436094
785,"Human Relations for Career and Personal Success: Concepts, Applications, & Skills",Business,436094
899,Personal Finance,Business,436094
904,International Business,Business,436094
608,Basic Technical Mathematics with Calculus,Mathematics,436094
784,Mechanics of Materials,Engineering,436094
696,Entrepreneurial Finance,Business,436094
479,Elementary Statistics,Statistics,436094
925,Guide to Managerial Communication,Business,436094
783,Fundamentals of Investing,Business,436094
475,Java Software Structures,Computer Science,436094
474,Starting Out with C++: Early Objects,Computer Science,436094
558,"Strategies for Successful Writing, Concise Edition",English,436094
624,Precalculus,Mathematics,436094
787,Visual Basic 2012 How to Program,Computer Science,436094
693,"Network Security Essentials: Applications and Standards, 5/e",Computer Science,436094
918,Fundamentals of Futures and Options Markets,Business,436094
946,Auditing and Assurance Services,Business,436094
572,Mosaics: Reading and Writing Paragraphs,Student Success,436094
784,Mechanics of Materials,Engineering,436094
567,"Writing and Reading Across the Curriculum, Brief Edition",English,436094
707,Managerial Economics,Economics,436094
919,MIS Essentials,Business,436094
489,Statistics for Business and Economics,Statistics,436094
474,Starting Out with C++: Early Objects,Computer Science,436094
547,"The Curious Writer, Brief Edition",English,436094
608,Basic Technical Mathematics with Calculus,Mathematics,436094
792,Managing Engineering and Technology,Engineering,436094
594,Elementary Algebra:  Concepts & Applications,Mathematics,436094
782,Public Relations Practices,Business,436094
937,Microeconomics,Economics,436094
943,Modern Systems Analysis and Design,Business,436094
940,Microeconomics,Economics,436094
964,The Practice of Public Relations,Business,213987
477,Starting Out With Visual Basic,Computer Science,213987
603,Intro Stats,Statistics,213987
550,Literature for Composition,English,213987
968,Principles of Microeconomics,Economics,213987
596,Precalculus: A Unit Circle Approach,Mathematics,213987
489,Statistics for Business and Economics,Statistics,213987
564,Read to Achieve: Gateway to Academic Reading,Student Success,213987
695,Aerodynamics for Engineers,Engineering,213987
952,"Corporate Finance, The Core",Business,213987
792,Managing Engineering and Technology,Engineering,213987
677,"Macroeconomics, 2/e",Economics,213987
911,Economics,Economics,213987
973,The Economic Way of Thinking,Economics,213987
571,Style: Lessons in Clarity and Grace 11E,English,213987
965,QuickBooks Pro 2013: A Complete Course,Business,213987
574,Technical Communication,English,213987
553,"The Prentice Hall Guide for College Writers, Brief Edition",English,213987
477,Starting Out With Visual Basic,Computer Science,213987
921,Digital Business Networks,Business,213987
487,Business Statistics: A First Course,Statistics,213987
644,"Developmental Mathematics: Prealgebra, Beginning, Intermediate Algebra",Mathematics,213987
920,Business Communication Essentials,Business,213987
474,Starting Out with C++: Early Objects,Computer Science,213987
639,An Introduction to Programming Using Visual Basic 2012(w/Visual Studio 2012 Express Edition DVD),Computer Science,224147
475,Java Software Structures,Computer Science,224147
707,Managerial Economics,Economics,224147
706,Introduction to Engineering Analysis,Engineering,224147
486,Intermediate Algebra,Mathematics,224147
967,Principles of Economics,Economics,224147
642,Developmental Mathematics,Mathematics,224147
783,Fundamentals of Investing,Business,224147
685,Ownership Series: Ownership: Critical Thinking,Student Success,224147
636,Trigonometry,Mathematics,224147
591,Basic College Mathematics,Mathematics,224147
479,Elementary Statistics,Statistics,224147
930,Macroeconomics,Economics,148654
983,Electronic Commerce 2012,Business,148654
952,"Corporate Finance, The Core",Business,148654
571,Style: Lessons in Clarity and Grace 11E,English,239080
474,Starting Out with C++: Early Objects,Computer Science,239080
932,Foundations of Finance,Business,239080
475,Java Software Structures,Computer Science,239080
571,Style: Lessons in Clarity and Grace 11E,English,239080
790,Data Structures and Algorithm Analysis in C++,Computer Science,239080
607,Basic Technical Mathematics,Mathematics,239080
616,Introductory and Intermediate Algebra 5e,Mathematics,239080
979,Development Economics,Economics,239080
974,The Economics of Macro Issues,Economics,239080
940,Microeconomics,Economics,239080
549,Complete Works of Shakespeare 7E,English,239080
693,"Network Security Essentials: Applications and Standards, 5/e",Computer Science,239080
608,Basic Technical Mathematics with Calculus,Mathematics,239080
911,Economics,Economics,239080
946,Auditing and Assurance Services,Business,239080
909,Management: A Focus on Leaders,Business,239080
595,Intermediate Algebra: Concepts & Applications,Mathematics,239080
932,Foundations of Finance,Business,239080
975,The Economics of Public Issues,Economics,239080
624,Precalculus,Mathematics,239080
680,Introduction to Programming with C++,Computer Science,239080
548,"The Curious Writer, Concise Edition",English,239080
636,Trigonometry,Mathematics,239080
790,Data Structures and Algorithm Analysis in C++,Computer Science,239080
892,Opportunities and Challenges of Workplace Diversity,Business,239080
916,Management Information Systems,Business,377564
923,Guide to Presentations,Business,377564
697,"English for Careers: Business, Professional, and Technical",Business,377564
925,Guide to Managerial Communication,Business,377564
599,Analysis with an Introduction to Proof,Mathematics,377564
943,Modern Systems Analysis and Design,Business,377564
568,Reading Rhetorically,English,377564
692,Cryptography and Network Security: Principles and Practice,Computer Science,377564
676,International Monetary & Financial  Economics,Economics,377564
607,Basic Technical Mathematics,Mathematics,377564
685,Ownership Series: Ownership: Critical Thinking,Student Success,377564
983,Electronic Commerce 2012,Business,377564
574,Technical Communication,English,377564
488,Statistics for Business: Decision Making and Analysis,Statistics,377564
555,"Global Issues, Local Arguments",English,377564
591,Basic College Mathematics,Mathematics,149781
607,Basic Technical Mathematics,Mathematics,149781
926,Environmental Law,Business,149781
547,"The Curious Writer, Brief Edition",English,149781
707,Managerial Economics,Economics,149781
486,Intermediate Algebra,Mathematics,149781
628,Business Math Brief,Business,149781
897,Introduction to Management Accounting,Business,149781
940,Microeconomics,Economics,149781
473,Introduction to JavaScript Programming with XML and PHP,Computer Science,149781
980,Hands-On Database,Computer Science,149781
596,Precalculus: A Unit Circle Approach,Mathematics,149781
629,Precalculus: Essentials,Mathematics,149781
909,Management: A Focus on Leaders,Business,149781
783,Fundamentals of Investing,Business,149781
898,Better Business,Business,149781
482,Excursions in Modern Mathematics,Mathematics,149781
905,Horngren's Accounting,Business,149781
915,Experiencing MIS,Business,149781
476,Building Java Programs,Computer Science,149781
631,World of Short Stories: 20 Short Stories from Around the World,Student Success,149781
569,Building College Vocabulary Strategies,Student Success,149781
596,Precalculus: A Unit Circle Approach,Mathematics,149781
939,Macroeconomics,Economics,149781
975,The Economics of Public Issues,Economics,149781
905,Horngren's Accounting,Business,149781
904,International Business,Business,149781
680,Introduction to Programming with C++,Computer Science,149781
928,Human Resource Management,Business,149781
561,The DK Handbook,Student Success,157793
953,Accounting Information Systems: The Crossroads of Accounting and IT 2e,Business,157793
648,The DK Guide to Literature,English,157793
690,Horngren's Financial & Managerial Accounting. The Financial Chapters,Business,157793
618,Bridging the Gap,Student Success,157793
616,Introductory and Intermediate Algebra 5e,Mathematics,157793
964,The Practice of Public Relations,Business,157793
960,Customer Service: Career Success through Customer Loyalty,Business,157793
942,Employment Law,Business,157793
473,Introduction to JavaScript Programming with XML and PHP,Computer Science,157793
947,Operations Management,Business,157793
569,Building College Vocabulary Strategies,Student Success,157793
594,Elementary Algebra:  Concepts & Applications,Mathematics,157793
955,Horngren's Financial & Managerial Accounting,Business,157793
974,The Economics of Macro Issues,Economics,157793
477,Starting Out With Visual Basic,Computer Science,157793
919,MIS Essentials,Business,157793
591,Basic College Mathematics,Mathematics,157793
603,Intro Stats,Statistics,157793
566,Academic Reading,Student Success,157793
974,The Economics of Macro Issues,Economics,157793
556,Mosaics: Reading and Writing Essays 6e,Student Success,157793
964,The Practice of Public Relations,Business,157793
704,Fundamentals of Communication Systems,Engineering,157793
787,Visual Basic 2012 How to Program,Computer Science,157793
684,Ownership Series: Ownership: Effective Planning,Student Success,157793
549,Complete Works of Shakespeare 7E,English,110644
911,Economics,Economics,110644
648,The DK Guide to Literature,English,110644
549,Complete Works of Shakespeare 7E,English,110644
472,Basics of Web Design: HTML5 & CSS3,Computer Science,110644
598,Introductory & Intermediate Algebra 3e,Mathematics,110644
923,Guide to Presentations,Business,110644
896,Psychology of Investing,Business,110644
631,World of Short Stories: 20 Short Stories from Around the World,Student Success,110644
688,"Essentials of Processes, Systems and Information: with SAP tutorials",Business,110644
652,"Career Adventure: Your Guide to Personal Assessment, Career Exploration, and Decision Making",Student Success,178402
590,Mathematics for Business,Business,178402
621,Developmental Mathematics through Applications: Basic College Mathematics and Algebra,Mathematics,178402
644,"Developmental Mathematics: Prealgebra, Beginning, Intermediate Algebra",Mathematics,178402
633,Brief Calculus & Its Applications,Mathematics,178402
600,Statistical Reasoning for Everyday Life,Statistics,178402
926,Environmental Law,Business,178402
914,Using MIS,Business,178402
951,Corporate Finance,Business,178402
964,The Practice of Public Relations,Business,178402
676,International Monetary & Financial  Economics,Economics,178402
786,Managerial Accounting: Decision Making and Motivating Performance,Business,178402
630,World Myth,English,178402
955,Horngren's Financial & Managerial Accounting,Business,178402
703,Principles of Macroeconomics,Economics,178402
621,Developmental Mathematics through Applications: Basic College Mathematics and Algebra,Mathematics,178402
787,Visual Basic 2012 How to Program,Computer Science,178402
552,The Prentice Hall Guide for College Writers,English,178402
707,Managerial Economics,Economics,178402
603,Intro Stats,Statistics,178402
677,"Macroeconomics, 2/e",Economics,185828
485,Elementary Algebra,Mathematics,185828
983,Electronic Commerce 2012,Business,185828
483,Mathematics for Elementary Teachers with Activity Manual,Mathematics,185828
631,World of Short Stories: 20 Short Stories from Around the World,Student Success,185828
951,Corporate Finance,Business,185828
593,Prealgebra  5e,Mathematics,185828
918,Fundamentals of Futures and Options Markets,Business,185828
572,Mosaics: Reading and Writing Paragraphs,Student Success,185828
626,Elementary & Intermediate Algebra,Mathematics,185828
610,Cornerstones for College Success,Student Success,185828
633,Brief Calculus & Its Applications,Mathematics,185828
677,"Macroeconomics, 2/e",Economics,185828
492,Internetworking with TCP/IP Volume One,Computer Science,185828
894,International Economics,Economics,185828
973,The Economic Way of Thinking,Economics,185828
943,Modern Systems Analysis and Design,Business,185828
642,Developmental Mathematics,Mathematics,185828
689,"Horngren's Financial & Managerial Accounting, The Managerial Chapters",Business,185828
701,Adaptive Filter Theory,Engineering,185828
705,Statics and Mechanics of Materials,Engineering,185828
604,Calculus and Its Applications Expanded Version,Mathematics,185828
592,Essential Math 4e,Mathematics,185828
627,Intermediate Algebra 10,Mathematics,185828
909,Management: A Focus on Leaders,Business,185828
485,Elementary Algebra,Mathematics,185828
571,Style: Lessons in Clarity and Grace 11E,English,186371
613,Business Math,Business,186371
636,Trigonometry,Mathematics,186371
928,Human Resource Management,Business,186371
572,Mosaics: Reading and Writing Paragraphs,Student Success,186371
590,Mathematics for Business,Business,186371
789,Machine Design,Engineering,186371
474,Starting Out with C++: Early Objects,Computer Science,186371
936,Systems Analysis and Design,Business,186371
486,Intermediate Algebra,Mathematics,186371
637,Elementary Statistics Using Excel,Statistics,186371
627,Intermediate Algebra 10,Mathematics,186371
935,Economics Today: The Micro View,Economics,186371
473,Introduction to JavaScript Programming with XML and PHP,Computer Science,186371
587,Algebra and Trigonometry,Mathematics,186371
568,Reading Rhetorically,English,186371
782,Public Relations Practices,Business,186371
626,Elementary & Intermediate Algebra,Mathematics,196079
956,Comprehensive Assurance & Systems Tool (CAST): An Integrated Practice Set,Business,196079
928,Human Resource Management,Business,196079
957,Principles of Risk Management and Insurance,Business,196079
686,Ownership Series: Ownership: Study Strategies,Student Success,196079
923,Guide to Presentations,Business,196079
572,Mosaics: Reading and Writing Paragraphs,Student Success,196079
683,Ownership Series: Ownership: Accountability,Student Success,196079
922,Management,Business,196079
613,Business Math,Business,196079
614,Writing for Life: Sentences and Paragraphs,Student Success,196079
980,Hands-On Database,Computer Science,196079
627,Intermediate Algebra 10,Mathematics,196079
594,Elementary Algebra:  Concepts & Applications,Mathematics,196079
905,Horngren's Accounting,Business,196079
698,Global Marketing Management,Business,196079
682,Essentials of Entrepreneurship and Small Business Management,Business,196079
682,Essentials of Entrepreneurship and Small Business Management,Business,196079
550,Literature for Composition,English,196079
678,Marketing Research,Business,196079
690,Horngren's Financial & Managerial Accounting. The Financial Chapters,Business,172699
922,Management,Business,172699
893,Manager's Bookshelf,Business,172699
638,C++ How to Program (Early Objects Version),Computer Science,172699
925,Guide to Managerial Communication,Business,172699
958,Macroeconomics,Economics,172699
546,The Curious Writer,English,172699
486,Intermediate Algebra,Mathematics,172699
690,Horngren's Financial & Managerial Accounting. The Financial Chapters,Business,172699
981,Business Intelligence,Business,172699
551,Literature and the Writing Process,English,172699
632,Elementary and Intermediate Algebra: Concepts & Applications,Mathematics,172699
927,International Management: Text and Cases,Business,172699
486,Intermediate Algebra,Mathematics,172699
627,Intermediate Algebra 10,Mathematics,172699
599,Analysis with an Introduction to Proof,Mathematics,172699
924,The Economics of Sports,Economics,172699
976,"The Economics of Women, Men and Work",Economics,172699
951,Corporate Finance,Business,172699
564,Read to Achieve: Gateway to Academic Reading,Student Success,172699
919,MIS Essentials,Business,172699
553,"The Prentice Hall Guide for College Writers, Brief Edition",English,172699
583,John E. Freund's Mathematical Statistics with Applications,Statistics,172699
633,Brief Calculus & Its Applications,Mathematics,172699
627,Intermediate Algebra 10,Mathematics,172699
914,Using MIS,Business,172699
567,"Writing and Reading Across the Curriculum, Brief Edition",English,172699
590,Mathematics for Business,Business,172699
610,Cornerstones for College Success,Student Success,162928
704,Fundamentals of Communication Systems,Engineering,162928
686,Ownership Series: Ownership: Study Strategies,Student Success,162928
642,Developmental Mathematics,Mathematics,162928
784,Mechanics of Materials,Engineering,162928
636,Trigonometry,Mathematics,162928
949,Macroeconomics,Economics,162928
696,Entrepreneurial Finance,Business,162928
957,Principles of Risk Management and Insurance,Business,162928
909,Management: A Focus on Leaders,Business,162928
583,John E. Freund's Mathematical Statistics with Applications,Statistics,162928
607,Basic Technical Mathematics,Mathematics,162928
959,Introduction to Financial Accounting,Business,162928
563,The Necessary Shakespeare,English,162928
909,Management: A Focus on Leaders,Business,162928
785,"Human Relations for Career and Personal Success: Concepts, Applications, & Skills",Business,161554
609,"Writing for Life: Paragraphs and Essays, 3E",Student Success,161554
701,Adaptive Filter Theory,Engineering,161554
692,Cryptography and Network Security: Principles and Practice,Computer Science,161554
705,Statics and Mechanics of Materials,Engineering,161554
918,Fundamentals of Futures and Options Markets,Business,161554
569,Building College Vocabulary Strategies,Student Success,161554
549,Complete Works of Shakespeare 7E,English,161554
949,Macroeconomics,Economics,161554
595,Intermediate Algebra: Concepts & Applications,Mathematics,161554
793,Reliability Engineering,Engineering,161554
947,Operations Management,Business,161554
607,Basic Technical Mathematics,Mathematics,161554
688,"Essentials of Processes, Systems and Information: with SAP tutorials",Business,161554
976,"The Economics of Women, Men and Work",Economics,161554
614,Writing for Life: Sentences and Paragraphs,Student Success,161554
608,Basic Technical Mathematics with Calculus,Mathematics,161554
550,Literature for Composition,English,161554
590,Mathematics for Business,Business,161554
791,Essentials of Database Management,Computer Science,161554
968,Principles of Microeconomics,Economics,161554
979,Development Economics,Economics,161554
563,The Necessary Shakespeare,English,161554
564,Read to Achieve: Gateway to Academic Reading,Student Success,161554
607,Basic Technical Mathematics,Mathematics,161554
622,"Prealgebra and Introductory Algebra, 4e",Mathematics,161554
474,Starting Out with C++: Early Objects,Computer Science,161554
556,Mosaics: Reading and Writing Essays 6e,Student Success,161554
895,Intercultural Business Communication,Business,161554
950,"Money, Banking, and the Financial System",Economics,161554
689,"Horngren's Financial & Managerial Accounting, The Managerial Chapters",Business,197610
599,Analysis with an Introduction to Proof,Mathematics,197610
600,Statistical Reasoning for Everyday Life,Statistics,197610
970,E-Marketing,Business,197610
964,The Practice of Public Relations,Business,197610
914,Using MIS,Business,197610
477,Starting Out With Visual Basic,Computer Science,197610
690,Horngren's Financial & Managerial Accounting. The Financial Chapters,Business,197610
687,Introduction to Materials Science,Engineering,197610
478,Starting out with Visual C# 2012 (with CD-Rom),Computer Science,197610
678,Marketing Research,Business,197610
559,The Blair Reader,English,197610
892,Opportunities and Challenges of Workplace Diversity,Business,197610
930,Macroeconomics,Economics,197610
980,Hands-On Database,Computer Science,197610
925,Guide to Managerial Communication,Business,197610
693,"Network Security Essentials: Applications and Standards, 5/e",Computer Science,197610
893,Manager's Bookshelf,Business,197610
567,"Writing and Reading Across the Curriculum, Brief Edition",English,197610
477,Starting Out With Visual Basic,Computer Science,197610
486,Intermediate Algebra,Mathematics,197610
559,The Blair Reader,English,197610
473,Introduction to JavaScript Programming with XML and PHP,Computer Science,197610
488,Statistics for Business: Decision Making and Analysis,Statistics,197610
706,Introduction to Engineering Analysis,Engineering,197610
923,Guide to Presentations,Business,197610
643,Engineering Vibration,Engineering,197610
623,Precalculus Essentials,Mathematics,197610
911,Economics,Economics,197610
959,Introduction to Financial Accounting,Business,197610
616,Introductory and Intermediate Algebra 5e,Mathematics,197610
621,Developmental Mathematics through Applications: Basic College Mathematics and Algebra,Mathematics,197610
914,Using MIS,Business,197610
571,Style: Lessons in Clarity and Grace 11E,English,197610
894,International Economics,Economics,194824
891,Marketing Plan Handbook,Business,194824
485,Elementary Algebra,Mathematics,194824
566,Academic Reading,Student Success,200332
558,"Strategies for Successful Writing, Concise Edition",English,200332
972,Making the Team,Business,200332
690,Horngren's Financial & Managerial Accounting. The Financial Chapters,Business,200332
933,Economics Today,Economics,200332
629,Precalculus: Essentials,Mathematics,200332
608,Basic Technical Mathematics with Calculus,Mathematics,200332
561,The DK Handbook,Student Success,200332
707,Managerial Economics,Economics,200332
646,"Power Electronics: Circuits,Devices & Applications",Engineering,200332
611,"Cornerstones for Community College Success, 2/E",Student Success,200332
980,Hands-On Database,Computer Science,200332
972,Making the Team,Business,200332
607,Basic Technical Mathematics,Mathematics,200332
935,Economics Today: The Micro View,Economics,200332
940,Microeconomics,Economics,200332
614,Writing for Life: Sentences and Paragraphs,Student Success,200332
983,Electronic Commerce 2012,Business,200332
632,Elementary and Intermediate Algebra: Concepts & Applications,Mathematics,200332
632,Elementary and Intermediate Algebra: Concepts & Applications,Mathematics,200332
617,"Developmental Mathematics: Basic Mathematics and Algebra, 3/E",Mathematics,197708
983,Electronic Commerce 2012,Business,197708
931,Business Communication,Business,197708
704,Fundamentals of Communication Systems,Engineering,197708
483,Mathematics for Elementary Teachers with Activity Manual,Mathematics,197708
608,Basic Technical Mathematics with Calculus,Mathematics,197708
479,Elementary Statistics,Statistics,197708
624,Precalculus,Mathematics,197708
623,Precalculus Essentials,Mathematics,197708
686,Ownership Series: Ownership: Study Strategies,Student Success,197708
546,The Curious Writer,English,197708
590,Mathematics for Business,Business,197708
787,Visual Basic 2012 How to Program,Computer Science,197708
610,Cornerstones for College Success,Student Success,197708
604,Calculus and Its Applications Expanded Version,Mathematics,197708
946,Auditing and Assurance Services,Business,197708
625,"Career Tool Kit, The: Skills for Success",Student Success,197708
489,Statistics for Business and Economics,Statistics,197708
949,Macroeconomics,Economics,197708
703,Principles of Macroeconomics,Economics,197708
703,Principles of Macroeconomics,Economics,197708
925,Guide to Managerial Communication,Business,197708
638,C++ How to Program (Early Objects Version),Computer Science,197708
910,Managerial Economics,Economics,197708
622,"Prealgebra and Introductory Algebra, 4e",Mathematics,197708
626,Elementary & Intermediate Algebra,Mathematics,197708
628,Business Math Brief,Business,197708
692,Cryptography and Network Security: Principles and Practice,Computer Science,197708
644,"Developmental Mathematics: Prealgebra, Beginning, Intermediate Algebra",Mathematics,218663
678,Marketing Research,Business,218663
956,Comprehensive Assurance & Systems Tool (CAST): An Integrated Practice Set,Business,218663
965,QuickBooks Pro 2013: A Complete Course,Business,218663
681,Electrical Engineering: Principles & Applications,Engineering,218663
694,Visual C# 2012 How to Program,Computer Science,218663
637,Elementary Statistics Using Excel,Statistics,218663
924,The Economics of Sports,Economics,218663
676,International Monetary & Financial  Economics,Economics,218663
490,Essential Statistics,Statistics,218663
623,Precalculus Essentials,Mathematics,218663
925,Guide to Managerial Communication,Business,218663
951,Corporate Finance,Business,218663
689,"Horngren's Financial & Managerial Accounting, The Managerial Chapters",Business,218663
614,Writing for Life: Sentences and Paragraphs,Student Success,218663
895,Intercultural Business Communication,Business,218663
636,Trigonometry,Mathematics,218663
617,"Developmental Mathematics: Basic Mathematics and Algebra, 3/E",Mathematics,148584
943,Modern Systems Analysis and Design,Business,148584
952,"Corporate Finance, The Core",Business,148584
484,A First Course in Probability,Statistics,148584
480,Fundamentals of Statistics,Statistics,148584
936,Systems Analysis and Design,Business,148584
637,Elementary Statistics Using Excel,Statistics,148584
792,Managing Engineering and Technology,Engineering,148584
628,Business Math Brief,Business,148584
952,"Corporate Finance, The Core",Business,148584
553,"The Prentice Hall Guide for College Writers, Brief Edition",English,148584
956,Comprehensive Assurance & Systems Tool (CAST): An Integrated Practice Set,Business,148584
939,Macroeconomics,Economics,148584
622,"Prealgebra and Introductory Algebra, 4e",Mathematics,148584
928,Human Resource Management,Business,148584
649,Math Lit,Mathematics,148584
587,Algebra and Trigonometry,Mathematics,148584
590,Mathematics for Business,Business,148584
612,Precalculus with Modeling & Visualization,Mathematics,148584
616,Introductory and Intermediate Algebra 5e,Mathematics,148584
568,Reading Rhetorically,English,148584
617,"Developmental Mathematics: Basic Mathematics and Algebra, 3/E",Mathematics,148584
642,Developmental Mathematics,Mathematics,148584
934,Economics Today: The Macro View,Economics,148584
571,Style: Lessons in Clarity and Grace 11E,English,148584
984,E-Commerce 2013,Business,148584
685,Ownership Series: Ownership: Critical Thinking,Student Success,148584
944,Principles of Operations Management,Business,148584
599,Analysis with an Introduction to Proof,Mathematics,148584
940,Microeconomics,Economics,148584
782,Public Relations Practices,Business,201885
937,Microeconomics,Economics,201885
697,"English for Careers: Business, Professional, and Technical",Business,201885
591,Basic College Mathematics,Mathematics,201885
909,Management: A Focus on Leaders,Business,201885
790,Data Structures and Algorithm Analysis in C++,Computer Science,201885
608,Basic Technical Mathematics with Calculus,Mathematics,201885
677,"Macroeconomics, 2/e",Economics,201885
604,Calculus and Its Applications Expanded Version,Mathematics,201885
599,Analysis with an Introduction to Proof,Mathematics,201885
486,Intermediate Algebra,Mathematics,201885
681,Electrical Engineering: Principles & Applications,Engineering,201885
488,Statistics for Business: Decision Making and Analysis,Statistics,201885
585,College Algebra Essentials,Mathematics,201885
793,Reliability Engineering,Engineering,201885
624,Precalculus,Mathematics,201885
593,Prealgebra  5e,Mathematics,201885
478,Starting out with Visual C# 2012 (with CD-Rom),Computer Science,201885
914,Using MIS,Business,201885
567,"Writing and Reading Across the Curriculum, Brief Edition",English,201885
613,Business Math,Business,201885
627,Intermediate Algebra 10,Mathematics,201885
940,Microeconomics,Economics,201885
556,Mosaics: Reading and Writing Essays 6e,Student Success,201885
556,Mosaics: Reading and Writing Essays 6e,Student Success,201885
947,Operations Management,Business,201885
983,Electronic Commerce 2012,Business,201885
704,Fundamentals of Communication Systems,Engineering,201885
684,Ownership Series: Ownership: Effective Planning,Student Success,201885
626,Elementary & Intermediate Algebra,Mathematics,201885
915,Experiencing MIS,Business,201885
614,Writing for Life: Sentences and Paragraphs,Student Success,201885
479,Elementary Statistics,Statistics,201885
929,Principles of Marketing,Business,136950
639,An Introduction to Programming Using Visual Basic 2012(w/Visual Studio 2012 Express Edition DVD),Computer Science,136950
698,Global Marketing Management,Business,136950
967,Principles of Economics,Economics,136950
609,"Writing for Life: Paragraphs and Essays, 3E",Student Success,136950
642,Developmental Mathematics,Mathematics,136950
974,The Economics of Macro Issues,Economics,136950
676,International Monetary & Financial  Economics,Economics,136950
784,Mechanics of Materials,Engineering,136950
965,QuickBooks Pro 2013: A Complete Course,Business,136950
904,International Business,Business,136950
617,"Developmental Mathematics: Basic Mathematics and Algebra, 3/E",Mathematics,136950
630,World Myth,English,136950
909,Management: A Focus on Leaders,Business,136950
690,Horngren's Financial & Managerial Accounting. The Financial Chapters,Business,136950
915,Experiencing MIS,Business,136950
638,C++ How to Program (Early Objects Version),Computer Science,136950
782,Public Relations Practices,Business,136950
980,Hands-On Database,Computer Science,136950
644,"Developmental Mathematics: Prealgebra, Beginning, Intermediate Algebra",Mathematics,136950
951,Corporate Finance,Business,136950
472,Basics of Web Design: HTML5 & CSS3,Computer Science,136950
911,Economics,Economics,136950
690,Horngren's Financial & Managerial Accounting. The Financial Chapters,Business,136950
613,Business Math,Business,136950
683,Ownership Series: Ownership: Accountability,Student Success,136950
595,Intermediate Algebra: Concepts & Applications,Mathematics,136950
950,"Money, Banking, and the Financial System",Economics,136950
549,Complete Works of Shakespeare 7E,English,136950
968,Principles of Microeconomics,Economics,193654
981,Business Intelligence,Business,193654
929,Principles of Marketing,Business,193654
